district_name,Date,csi_median_score,risk_tier
shivpuri,2030-06-01,1.0,5
sidhi,2030-06-01,1.0,5
singrauli,2030-06-01,1.0,5
tikamgarh,2030-06-01,1.0,5
ujjain,2030-06-01,1.0,5
umaria,2030-06-01,1.0,5
vidisha,2030-06-01,1.0,5
westnimar,2030-06-01,1.0,5
agarmalwa,2030-06-02,1.0,5
alirajpur,2030-06-02,1.0,5
anuppur,2030-06-02,1.0,5
ashoknagar,2030-06-02,1.0,5
balaghat,2030-06-02,1.0,5
barwani,2030-06-02,1.0,5
betul,2030-06-02,1.0,5
bhind,2030-06-02,1.0,5
bhopal,2030-06-02,1.0,5
burhanpur,2030-06-02,1.0,5
chhatarpur,2030-06-02,1.0,5
chhindwara,2030-06-02,1.0,5
damoh,2030-06-02,1.0,5
datia,2030-06-02,1.0,5
dewas,2030-06-02,1.0,5
dhar,2030-06-02,1.0,5
dindori,2030-06-02,1.0,5
eastnimar,2030-06-02,1.0,5
guna,2030-06-02,1.0,5
gwalior,2030-06-02,1.0,5
harda,2030-06-02,1.0,5
hoshangabad,2030-06-02,1.0,5
indore,2030-06-02,1.0,5
jabalpur,2030-06-02,1.0,5
jhabua,2030-06-02,1.0,5
katni,2030-06-02,1.0,5
mandla,2030-06-02,1.0,5
mandsaur,2030-06-02,1.0,5
morena,2030-06-02,1.0,5
narsimhapur,2030-06-02,1.0,5
neemuch,2030-06-02,1.0,5
panna,2030-06-02,1.0,5
raisen,2030-06-02,1.0,5
rajgarh,2030-06-02,1.0,5
ratlam,2030-06-02,1.0,5
rewa,2030-06-02,1.0,5
sagar,2030-06-02,1.0,5
satna,2030-06-02,1.0,5
sehore,2030-06-02,1.0,5
seoni,2030-06-02,1.0,5
shahdol,2030-06-02,1.0,5
shajapur,2030-06-02,1.0,5
sheopur,2030-06-02,1.0,5
shivpuri,2030-06-02,1.0,5
sidhi,2030-06-02,1.0,5
singrauli,2030-06-02,1.0,5
tikamgarh,2030-06-02,1.0,5
ujjain,2030-06-02,1.0,5
umaria,2030-06-02,1.0,5
vidisha,2030-06-02,1.0,5
westnimar,2030-06-02,1.0,5
agarmalwa,2030-06-03,1.0,5
alirajpur,2030-06-03,1.0,5
anuppur,2030-06-03,1.0,5
ashoknagar,2030-06-03,1.0,5
balaghat,2030-06-03,1.0,5
barwani,2030-06-03,1.0,5
betul,2030-06-03,1.0,5
bhind,2030-06-03,1.0,5
bhopal,2030-06-03,1.0,5
burhanpur,2030-06-03,1.0,5
chhatarpur,2030-06-03,1.0,5
chhindwara,2030-06-03,1.0,5
damoh,2030-06-03,1.0,5
datia,2030-06-03,1.0,5
dewas,2030-06-03,1.0,5
dhar,2030-06-03,1.0,5
dindori,2030-06-03,1.0,5
eastnimar,2030-06-03,1.0,5
guna,2030-06-03,1.0,5
gwalior,2030-06-03,1.0,5
harda,2030-06-03,1.0,5
hoshangabad,2030-06-03,1.0,5
indore,2030-06-03,1.0,5
jabalpur,2030-06-03,1.0,5
jhabua,2030-06-03,1.0,5
katni,2030-06-03,1.0,5
mandla,2030-06-03,1.0,5
mandsaur,2030-06-03,1.0,5
morena,2030-06-03,1.0,5
narsimhapur,2030-06-03,1.0,5
neemuch,2030-06-03,1.0,5
panna,2030-06-03,1.0,5
raisen,2030-06-03,1.0,5
rajgarh,2030-06-03,1.0,5
ratlam,2030-06-03,1.0,5
rewa,2030-06-03,1.0,5
sagar,2030-06-03,1.0,5
satna,2030-06-03,1.0,5
sehore,2030-06-03,1.0,5
seoni,2030-06-03,1.0,5
shahdol,2030-06-03,1.0,5
shajapur,2030-06-03,1.0,5
sheopur,2030-06-03,1.0,5
shivpuri,2030-06-03,1.0,5
sidhi,2030-06-03,1.0,5
singrauli,2030-06-03,1.0,5
tikamgarh,2030-06-03,1.0,5
ujjain,2030-06-03,1.0,5
umaria,2030-06-03,1.0,5
vidisha,2030-06-03,1.0,5
westnimar,2030-06-03,1.0,5
agarmalwa,2030-06-04,1.0,5
alirajpur,2030-06-04,1.0,5
anuppur,2030-06-04,1.0,5
ashoknagar,2030-06-04,1.0,5
balaghat,2030-06-04,1.0,5
barwani,2030-06-04,1.0,5
betul,2030-06-04,1.0,5
bhind,2030-06-04,1.0,5
bhopal,2030-06-04,1.0,5
burhanpur,2030-06-04,1.0,5
chhatarpur,2030-06-04,1.0,5
chhindwara,2030-06-04,1.0,5
damoh,2030-06-04,1.0,5
datia,2030-06-04,1.0,5
dewas,2030-06-04,1.0,5
dhar,2030-06-04,1.0,5
dindori,2030-06-04,1.0,5
eastnimar,2030-06-04,1.0,5
guna,2030-06-04,1.0,5
gwalior,2030-06-04,1.0,5
harda,2030-06-04,1.0,5
hoshangabad,2030-06-04,1.0,5
indore,2030-06-04,1.0,5
jabalpur,2030-06-04,1.0,5
jhabua,2030-06-04,1.0,5
katni,2030-06-04,1.0,5
mandla,2030-06-04,1.0,5
mandsaur,2030-06-04,1.0,5
morena,2030-06-04,1.0,5
narsimhapur,2030-06-04,1.0,5
neemuch,2030-06-04,1.0,5
panna,2030-06-04,1.0,5
raisen,2030-06-04,1.0,5
rajgarh,2030-06-04,1.0,5
ratlam,2030-06-04,1.0,5
rewa,2030-06-04,1.0,5
sagar,2030-06-04,1.0,5
satna,2030-06-04,1.0,5
sehore,2030-06-04,1.0,5
seoni,2030-06-04,1.0,5
shahdol,2030-06-04,1.0,5
shajapur,2030-06-04,1.0,5
sheopur,2030-06-04,1.0,5
shivpuri,2030-06-04,1.0,5
sidhi,2030-06-04,1.0,5
singrauli,2030-06-04,1.0,5
tikamgarh,2030-06-04,1.0,5
ujjain,2030-06-04,1.0,5
umaria,2030-06-04,1.0,5
vidisha,2030-06-04,1.0,5
westnimar,2030-06-04,1.0,5
agarmalwa,2030-06-05,1.0,5
alirajpur,2030-06-05,1.0,5
anuppur,2030-06-05,1.0,5
ashoknagar,2030-06-05,1.0,5
balaghat,2030-06-05,1.0,5
barwani,2030-06-05,1.0,5
betul,2030-06-05,1.0,5
bhind,2030-06-05,1.0,5
bhopal,2030-06-05,1.0,5
burhanpur,2030-06-05,1.0,5
chhatarpur,2030-06-05,1.0,5
chhindwara,2030-06-05,1.0,5
damoh,2030-06-05,1.0,5
datia,2030-06-05,1.0,5
dewas,2030-06-05,1.0,5
dhar,2030-06-05,1.0,5
dindori,2030-06-05,1.0,5
eastnimar,2030-06-05,1.0,5
guna,2030-06-05,1.0,5
gwalior,2030-06-05,1.0,5
harda,2030-06-05,1.0,5
hoshangabad,2030-06-05,1.0,5
indore,2030-06-05,1.0,5
jabalpur,2030-06-05,1.0,5
jhabua,2030-06-05,1.0,5
katni,2030-06-05,1.0,5
mandla,2030-06-05,1.0,5
mandsaur,2030-06-05,1.0,5
morena,2030-06-05,1.0,5
narsimhapur,2030-06-05,1.0,5
neemuch,2030-06-05,1.0,5
panna,2030-06-05,1.0,5
raisen,2030-06-05,1.0,5
rajgarh,2030-06-05,1.0,5
ratlam,2030-06-05,1.0,5
rewa,2030-06-05,1.0,5
sagar,2030-06-05,1.0,5
satna,2030-06-05,1.0,5
sehore,2030-06-05,1.0,5
seoni,2030-06-05,1.0,5
shahdol,2030-06-05,1.0,5
shajapur,2030-06-05,1.0,5
sheopur,2030-06-05,1.0,5
shivpuri,2030-06-05,1.0,5
sidhi,2030-06-05,1.0,5
singrauli,2030-06-05,1.0,5
tikamgarh,2030-06-05,1.0,5
ujjain,2030-06-05,1.0,5
umaria,2030-06-05,1.0,5
vidisha,2030-06-05,1.0,5
westnimar,2030-06-05,1.0,5
agarmalwa,2030-06-06,1.0,5
alirajpur,2030-06-06,1.0,5
anuppur,2030-06-06,1.0,5
ashoknagar,2030-06-06,1.0,5
balaghat,2030-06-06,1.0,5
barwani,2030-06-06,1.0,5
betul,2030-06-06,1.0,5
bhind,2030-06-06,1.0,5
bhopal,2030-06-06,1.0,5
burhanpur,2030-06-06,1.0,5
chhatarpur,2030-06-06,1.0,5
chhindwara,2030-06-06,1.0,5
damoh,2030-06-06,1.0,5
datia,2030-06-06,1.0,5
dewas,2030-06-06,1.0,5
dhar,2030-06-06,1.0,5
dindori,2030-06-06,1.0,5
eastnimar,2030-06-06,1.0,5
guna,2030-06-06,1.0,5
gwalior,2030-06-06,1.0,5
harda,2030-06-06,1.0,5
hoshangabad,2030-06-06,1.0,5
indore,2030-06-06,1.0,5
jabalpur,2030-06-06,1.0,5
jhabua,2030-06-06,1.0,5
katni,2030-06-06,1.0,5
mandla,2030-06-06,1.0,5
mandsaur,2030-06-06,1.0,5
morena,2030-06-06,1.0,5
narsimhapur,2030-06-06,1.0,5
neemuch,2030-06-06,1.0,5
panna,2030-06-06,1.0,5
raisen,2030-06-06,1.0,5
rajgarh,2030-06-06,1.0,5
ratlam,2030-06-06,1.0,5
rewa,2030-06-06,1.0,5
sagar,2030-06-06,1.0,5
satna,2030-06-06,1.0,5
sehore,2030-06-06,1.0,5
seoni,2030-06-06,1.0,5
shahdol,2030-06-06,1.0,5
shajapur,2030-06-06,1.0,5
sheopur,2030-06-06,1.0,5
shivpuri,2030-06-06,1.0,5
sidhi,2030-06-06,1.0,5
singrauli,2030-06-06,1.0,5
tikamgarh,2030-06-06,1.0,5
ujjain,2030-06-06,1.0,5
umaria,2030-06-06,1.0,5
vidisha,2030-06-06,1.0,5
westnimar,2030-06-06,1.0,5
agarmalwa,2030-06-07,1.0,5
alirajpur,2030-06-07,1.0,5
anuppur,2030-06-07,1.0,5
ashoknagar,2030-06-07,1.0,5
balaghat,2030-06-07,1.0,5
barwani,2030-06-07,1.0,5
betul,2030-06-07,1.0,5
bhind,2030-06-07,1.0,5
bhopal,2030-06-07,1.0,5
burhanpur,2030-06-07,1.0,5
chhatarpur,2030-06-07,1.0,5
chhindwara,2030-06-07,1.0,5
damoh,2030-06-07,1.0,5
datia,2030-06-07,1.0,5
dewas,2030-06-07,1.0,5
dhar,2030-06-07,1.0,5
dindori,2030-06-07,1.0,5
eastnimar,2030-06-07,1.0,5
guna,2030-06-07,1.0,5
gwalior,2030-06-07,1.0,5
harda,2030-06-07,1.0,5
hoshangabad,2030-06-07,1.0,5
indore,2030-06-07,1.0,5
jabalpur,2030-06-07,1.0,5
jhabua,2030-06-07,1.0,5
katni,2030-06-07,1.0,5
mandla,2030-06-07,1.0,5
mandsaur,2030-06-07,1.0,5
morena,2030-06-07,1.0,5
narsimhapur,2030-06-07,1.0,5
neemuch,2030-06-07,1.0,5
panna,2030-06-07,1.0,5
raisen,2030-06-07,1.0,5
rajgarh,2030-06-07,1.0,5
ratlam,2030-06-07,1.0,5
rewa,2030-06-07,1.0,5
sagar,2030-06-07,1.0,5
satna,2030-06-07,1.0,5
sehore,2030-06-07,1.0,5
seoni,2030-06-07,1.0,5
shahdol,2030-06-07,1.0,5
shajapur,2030-06-07,1.0,5
sheopur,2030-06-07,1.0,5
shivpuri,2030-06-07,1.0,5
sidhi,2030-06-07,1.0,5
singrauli,2030-06-07,1.0,5
tikamgarh,2030-06-07,1.0,5
ujjain,2030-06-07,1.0,5
umaria,2030-06-07,1.0,5
vidisha,2030-06-07,1.0,5
westnimar,2030-06-07,1.0,5
agarmalwa,2030-06-08,1.0,5
alirajpur,2030-06-08,1.0,5
anuppur,2030-06-08,1.0,5
ashoknagar,2030-06-08,1.0,5
balaghat,2030-06-08,1.0,5
barwani,2030-06-08,1.0,5
betul,2030-06-08,1.0,5
bhind,2030-06-08,1.0,5
bhopal,2030-06-08,1.0,5
burhanpur,2030-06-08,1.0,5
chhatarpur,2030-06-08,1.0,5
chhindwara,2030-06-08,1.0,5
damoh,2030-06-08,1.0,5
datia,2030-06-08,1.0,5
dewas,2030-06-08,1.0,5
dhar,2030-06-08,1.0,5
dindori,2030-06-08,1.0,5
eastnimar,2030-06-08,1.0,5
guna,2030-06-08,1.0,5
gwalior,2030-06-08,1.0,5
harda,2030-06-08,1.0,5
hoshangabad,2030-06-08,1.0,5
indore,2030-06-08,1.0,5
jabalpur,2030-06-08,1.0,5
jhabua,2030-06-08,1.0,5
katni,2030-06-08,1.0,5
mandla,2030-06-08,1.0,5
mandsaur,2030-06-08,1.0,5
morena,2030-06-08,1.0,5
narsimhapur,2030-06-08,1.0,5
neemuch,2030-06-08,1.0,5
panna,2030-06-08,1.0,5
raisen,2030-06-08,1.0,5
rajgarh,2030-06-08,1.0,5
ratlam,2030-06-08,1.0,5
rewa,2030-06-08,1.0,5
sagar,2030-06-08,1.0,5
satna,2030-06-08,1.0,5
sehore,2030-06-08,1.0,5
seoni,2030-06-08,1.0,5
shahdol,2030-06-08,1.0,5
shajapur,2030-06-08,1.0,5
sheopur,2030-06-08,1.0,5
shivpuri,2030-06-08,1.0,5
sidhi,2030-06-08,1.0,5
singrauli,2030-06-08,1.0,5
tikamgarh,2030-06-08,1.0,5
ujjain,2030-06-08,1.0,5
umaria,2030-06-08,1.0,5
vidisha,2030-06-08,1.0,5
westnimar,2030-06-08,1.0,5
agarmalwa,2030-06-09,1.0,5
alirajpur,2030-06-09,1.0,5
anuppur,2030-06-09,1.0,5
ashoknagar,2030-06-09,1.0,5
balaghat,2030-06-09,1.0,5
barwani,2030-06-09,1.0,5
betul,2030-06-09,1.0,5
bhind,2030-06-09,1.0,5
bhopal,2030-06-09,1.0,5
burhanpur,2030-06-09,1.0,5
chhatarpur,2030-06-09,1.0,5
chhindwara,2030-06-09,1.0,5
damoh,2030-06-09,1.0,5
datia,2030-06-09,1.0,5
dewas,2030-06-09,1.0,5
dhar,2030-06-09,1.0,5
dindori,2030-06-09,1.0,5
eastnimar,2030-06-09,1.0,5
guna,2030-06-09,1.0,5
gwalior,2030-06-09,1.0,5
harda,2030-06-09,1.0,5
hoshangabad,2030-06-09,1.0,5
indore,2030-06-09,1.0,5
jabalpur,2030-06-09,1.0,5
jhabua,2030-06-09,1.0,5
katni,2030-06-09,1.0,5
mandla,2030-06-09,1.0,5
mandsaur,2030-06-09,1.0,5
morena,2030-06-09,1.0,5
narsimhapur,2030-06-09,1.0,5
neemuch,2030-06-09,1.0,5
panna,2030-06-09,1.0,5
raisen,2030-06-09,1.0,5
rajgarh,2030-06-09,1.0,5
ratlam,2030-06-09,1.0,5
rewa,2030-06-09,1.0,5
sagar,2030-06-09,1.0,5
satna,2030-06-09,1.0,5
sehore,2030-06-09,1.0,5
seoni,2030-06-09,1.0,5
shahdol,2030-06-09,1.0,5
shajapur,2030-06-09,1.0,5
sheopur,2030-06-09,1.0,5
shivpuri,2030-06-09,1.0,5
sidhi,2030-06-09,1.0,5
singrauli,2030-06-09,1.0,5
tikamgarh,2030-06-09,1.0,5
ujjain,2030-06-09,1.0,5
umaria,2030-06-09,1.0,5
vidisha,2030-06-09,1.0,5
westnimar,2030-06-09,1.0,5
agarmalwa,2030-06-10,1.0,5
alirajpur,2030-06-10,1.0,5
anuppur,2030-06-10,1.0,5
ashoknagar,2030-06-10,1.0,5
balaghat,2030-06-10,1.0,5
barwani,2030-06-10,1.0,5
betul,2030-06-10,1.0,5
bhind,2030-06-10,1.0,5
bhopal,2030-06-10,1.0,5
burhanpur,2030-06-10,1.0,5
chhatarpur,2030-06-10,1.0,5
chhindwara,2030-06-10,1.0,5
damoh,2030-06-10,1.0,5
datia,2030-06-10,1.0,5
dewas,2030-06-10,1.0,5
dhar,2030-06-10,1.0,5
dindori,2030-06-10,1.0,5
eastnimar,2030-06-10,1.0,5
guna,2030-06-10,1.0,5
gwalior,2030-06-10,1.0,5
harda,2030-06-10,1.0,5
hoshangabad,2030-06-10,1.0,5
indore,2030-06-10,1.0,5
jabalpur,2030-06-10,1.0,5
jhabua,2030-06-10,1.0,5
katni,2030-06-10,1.0,5
mandla,2030-06-10,1.0,5
mandsaur,2030-06-10,1.0,5
morena,2030-06-10,1.0,5
narsimhapur,2030-06-10,1.0,5
neemuch,2030-06-10,1.0,5
panna,2030-06-10,1.0,5
raisen,2030-06-10,1.0,5
rajgarh,2030-06-10,1.0,5
ratlam,2030-06-10,1.0,5
rewa,2030-06-10,1.0,5
sagar,2030-06-10,1.0,5
satna,2030-06-10,1.0,5
sehore,2030-06-10,1.0,5
seoni,2030-06-10,1.0,5
shahdol,2030-06-10,1.0,5
shajapur,2030-06-10,1.0,5
sheopur,2030-06-10,1.0,5
shivpuri,2030-06-10,1.0,5
sidhi,2030-06-10,1.0,5
singrauli,2030-06-10,1.0,5
tikamgarh,2030-06-10,1.0,5
ujjain,2030-06-10,1.0,5
umaria,2030-06-10,1.0,5
vidisha,2030-06-10,1.0,5
westnimar,2030-06-10,1.0,5
agarmalwa,2030-06-11,1.0,5
alirajpur,2030-06-11,1.0,5
anuppur,2030-06-11,1.0,5
ashoknagar,2030-06-11,1.0,5
balaghat,2030-06-11,1.0,5
barwani,2030-06-11,1.0,5
betul,2030-06-11,1.0,5
bhind,2030-06-11,1.0,5
bhopal,2030-06-11,1.0,5
burhanpur,2030-06-11,1.0,5
chhatarpur,2030-06-11,1.0,5
chhindwara,2030-06-11,1.0,5
damoh,2030-06-11,1.0,5
datia,2030-06-11,1.0,5
dewas,2030-06-11,1.0,5
dhar,2030-06-11,1.0,5
dindori,2030-06-11,1.0,5
eastnimar,2030-06-11,1.0,5
guna,2030-06-11,1.0,5
gwalior,2030-06-11,1.0,5
harda,2030-06-11,1.0,5
hoshangabad,2030-06-11,1.0,5
indore,2030-06-11,1.0,5
jabalpur,2030-06-11,1.0,5
jhabua,2030-06-11,1.0,5
katni,2030-06-11,1.0,5
mandla,2030-06-11,1.0,5
mandsaur,2030-06-11,1.0,5
morena,2030-06-11,1.0,5
narsimhapur,2030-06-11,1.0,5
neemuch,2030-06-11,1.0,5
panna,2030-06-11,1.0,5
raisen,2030-06-11,1.0,5
rajgarh,2030-06-11,1.0,5
ratlam,2030-06-11,1.0,5
rewa,2030-06-11,1.0,5
sagar,2030-06-11,1.0,5
satna,2030-06-11,1.0,5
sehore,2030-06-11,1.0,5
seoni,2030-06-11,1.0,5
shahdol,2030-06-11,1.0,5
shajapur,2030-06-11,1.0,5
sheopur,2030-06-11,1.0,5
shivpuri,2030-06-11,1.0,5
sidhi,2030-06-11,1.0,5
singrauli,2030-06-11,1.0,5
tikamgarh,2030-06-11,1.0,5
ujjain,2030-06-11,1.0,5
umaria,2030-06-11,1.0,5
vidisha,2030-06-11,1.0,5
westnimar,2030-06-11,1.0,5
agarmalwa,2030-06-12,1.0,5
alirajpur,2030-06-12,1.0,5
anuppur,2030-06-12,1.0,5
ashoknagar,2030-06-12,1.0,5
balaghat,2030-06-12,1.0,5
barwani,2030-06-12,1.0,5
betul,2030-06-12,1.0,5
bhind,2030-06-12,1.0,5
bhopal,2030-06-12,1.0,5
burhanpur,2030-06-12,1.0,5
chhatarpur,2030-06-12,1.0,5
chhindwara,2030-06-12,1.0,5
damoh,2030-06-12,1.0,5
datia,2030-06-12,1.0,5
dewas,2030-06-12,1.0,5
dhar,2030-06-12,1.0,5
dindori,2030-06-12,1.0,5
eastnimar,2030-06-12,1.0,5
guna,2030-06-12,1.0,5
gwalior,2030-06-12,1.0,5
harda,2030-06-12,1.0,5
hoshangabad,2030-06-12,1.0,5
indore,2030-06-12,1.0,5
jabalpur,2030-06-12,1.0,5
jhabua,2030-06-12,1.0,5
katni,2030-06-12,1.0,5
mandla,2030-06-12,1.0,5
mandsaur,2030-06-12,1.0,5
morena,2030-06-12,1.0,5
narsimhapur,2030-06-12,1.0,5
neemuch,2030-06-12,1.0,5
panna,2030-06-12,1.0,5
raisen,2030-06-12,1.0,5
rajgarh,2030-06-12,1.0,5
ratlam,2030-06-12,1.0,5
rewa,2030-06-12,1.0,5
sagar,2030-06-12,1.0,5
satna,2030-06-12,1.0,5
sehore,2030-06-12,1.0,5
seoni,2030-06-12,1.0,5
shahdol,2030-06-12,1.0,5
shajapur,2030-06-12,1.0,5
sheopur,2030-06-12,1.0,5
shivpuri,2030-06-12,1.0,5
sidhi,2030-06-12,1.0,5
singrauli,2030-06-12,1.0,5
tikamgarh,2030-06-12,1.0,5
ujjain,2030-06-12,1.0,5
umaria,2030-06-12,1.0,5
vidisha,2030-06-12,1.0,5
westnimar,2030-06-12,1.0,5
agarmalwa,2030-06-13,1.0,5
alirajpur,2030-06-13,1.0,5
anuppur,2030-06-13,1.0,5
ashoknagar,2030-06-13,1.0,5
balaghat,2030-06-13,1.0,5
barwani,2030-06-13,1.0,5
betul,2030-06-13,1.0,5
bhind,2030-06-13,1.0,5
bhopal,2030-06-13,1.0,5
burhanpur,2030-06-13,1.0,5
chhatarpur,2030-06-13,1.0,5
chhindwara,2030-06-13,1.0,5
damoh,2030-06-13,1.0,5
datia,2030-06-13,1.0,5
dewas,2030-06-13,1.0,5
dhar,2030-06-13,1.0,5
dindori,2030-06-13,1.0,5
eastnimar,2030-06-13,1.0,5
guna,2030-06-13,1.0,5
gwalior,2030-06-13,1.0,5
harda,2030-06-13,1.0,5
hoshangabad,2030-06-13,1.0,5
indore,2030-06-13,1.0,5
jabalpur,2030-06-13,1.0,5
jhabua,2030-06-13,1.0,5
katni,2030-06-13,1.0,5
mandla,2030-06-13,1.0,5
mandsaur,2030-06-13,1.0,5
morena,2030-06-13,1.0,5
narsimhapur,2030-06-13,1.0,5
neemuch,2030-06-13,1.0,5
panna,2030-06-13,1.0,5
raisen,2030-06-13,1.0,5
rajgarh,2030-06-13,1.0,5
ratlam,2030-06-13,1.0,5
rewa,2030-06-13,1.0,5
sagar,2030-06-13,1.0,5
satna,2030-06-13,1.0,5
sehore,2030-06-13,1.0,5
seoni,2030-06-13,1.0,5
shahdol,2030-06-13,1.0,5
shajapur,2030-06-13,1.0,5
sheopur,2030-06-13,1.0,5
shivpuri,2030-06-13,1.0,5
sidhi,2030-06-13,1.0,5
singrauli,2030-06-13,1.0,5
tikamgarh,2030-06-13,1.0,5
ujjain,2030-06-13,1.0,5
umaria,2030-06-13,1.0,5
vidisha,2030-06-13,1.0,5
westnimar,2030-06-13,1.0,5
agarmalwa,2030-06-14,1.0,5
alirajpur,2030-06-14,1.0,5
anuppur,2030-06-14,1.0,5
ashoknagar,2030-06-14,1.0,5
balaghat,2030-06-14,1.0,5
barwani,2030-06-14,1.0,5
betul,2030-06-14,1.0,5
bhind,2030-06-14,1.0,5
bhopal,2030-06-14,1.0,5
burhanpur,2030-06-14,1.0,5
chhatarpur,2030-06-14,1.0,5
chhindwara,2030-06-14,1.0,5
damoh,2030-06-14,1.0,5
datia,2030-06-14,1.0,5
dewas,2030-06-14,1.0,5
dhar,2030-06-14,1.0,5
dindori,2030-06-14,1.0,5
eastnimar,2030-06-14,1.0,5
guna,2030-06-14,1.0,5
gwalior,2030-06-14,1.0,5
harda,2030-06-14,1.0,5
hoshangabad,2030-06-14,1.0,5
indore,2030-06-14,1.0,5
jabalpur,2030-06-14,1.0,5
jhabua,2030-06-14,1.0,5
katni,2030-06-14,1.0,5
mandla,2030-06-14,1.0,5
mandsaur,2030-06-14,1.0,5
morena,2030-06-14,1.0,5
narsimhapur,2030-06-14,1.0,5
neemuch,2030-06-14,1.0,5
panna,2030-06-14,1.0,5
raisen,2030-06-14,1.0,5
rajgarh,2030-06-14,1.0,5
ratlam,2030-06-14,1.0,5
rewa,2030-06-14,1.0,5
sagar,2030-06-14,1.0,5
satna,2030-06-14,1.0,5
sehore,2030-06-14,1.0,5
seoni,2030-06-14,1.0,5
shahdol,2030-06-14,1.0,5
shajapur,2030-06-14,1.0,5
sheopur,2030-06-14,1.0,5
shivpuri,2030-06-14,1.0,5
sidhi,2030-06-14,1.0,5
singrauli,2030-06-14,1.0,5
tikamgarh,2030-06-14,1.0,5
ujjain,2030-06-14,1.0,5
umaria,2030-06-14,1.0,5
vidisha,2030-06-14,1.0,5
westnimar,2030-06-14,1.0,5
agarmalwa,2030-06-15,1.0,5
alirajpur,2030-06-15,1.0,5
anuppur,2030-06-15,1.0,5
ashoknagar,2030-06-15,1.0,5
balaghat,2030-06-15,1.0,5
barwani,2030-06-15,1.0,5
betul,2030-06-15,1.0,5
bhind,2030-06-15,1.0,5
bhopal,2030-06-15,1.0,5
burhanpur,2030-06-15,1.0,5
chhatarpur,2030-06-15,1.0,5
chhindwara,2030-06-15,1.0,5
damoh,2030-06-15,1.0,5
datia,2030-06-15,1.0,5
dewas,2030-06-15,1.0,5
dhar,2030-06-15,1.0,5
dindori,2030-06-15,1.0,5
eastnimar,2030-06-15,1.0,5
guna,2030-06-15,1.0,5
gwalior,2030-06-15,1.0,5
harda,2030-06-15,1.0,5
hoshangabad,2030-06-15,1.0,5
indore,2030-06-15,1.0,5
jabalpur,2030-06-15,1.0,5
jhabua,2030-06-15,1.0,5
katni,2030-06-15,1.0,5
mandla,2030-06-15,1.0,5
mandsaur,2030-06-15,1.0,5
morena,2030-06-15,1.0,5
narsimhapur,2030-06-15,1.0,5
neemuch,2030-06-15,1.0,5
panna,2030-06-15,1.0,5
raisen,2030-06-15,1.0,5
rajgarh,2030-06-15,1.0,5
ratlam,2030-06-15,1.0,5
rewa,2030-06-15,1.0,5
sagar,2030-06-15,1.0,5
satna,2030-06-15,1.0,5
sehore,2030-06-15,1.0,5
seoni,2030-06-15,1.0,5
shahdol,2030-06-15,1.0,5
shajapur,2030-06-15,1.0,5
sheopur,2030-06-15,1.0,5
shivpuri,2030-06-15,1.0,5
sidhi,2030-06-15,1.0,5
singrauli,2030-06-15,1.0,5
tikamgarh,2030-06-15,1.0,5
ujjain,2030-06-15,1.0,5
umaria,2030-06-15,1.0,5
vidisha,2030-06-15,1.0,5
westnimar,2030-06-15,1.0,5
agarmalwa,2030-06-16,1.0,5
alirajpur,2030-06-16,1.0,5
anuppur,2030-06-16,1.0,5
ashoknagar,2030-06-16,1.0,5
balaghat,2030-06-16,1.0,5
barwani,2030-06-16,1.0,5
betul,2030-06-16,1.0,5
bhind,2030-06-16,1.0,5
bhopal,2030-06-16,1.0,5
burhanpur,2030-06-16,1.0,5
chhatarpur,2030-06-16,1.0,5
chhindwara,2030-06-16,1.0,5
damoh,2030-06-16,1.0,5
datia,2030-06-16,1.0,5
dewas,2030-06-16,1.0,5
dhar,2030-06-16,1.0,5
dindori,2030-06-16,1.0,5
eastnimar,2030-06-16,1.0,5
guna,2030-06-16,1.0,5
gwalior,2030-06-16,1.0,5
harda,2030-06-16,1.0,5
hoshangabad,2030-06-16,1.0,5
indore,2030-06-16,1.0,5
jabalpur,2030-06-16,1.0,5
jhabua,2030-06-16,1.0,5
katni,2030-06-16,1.0,5
mandla,2030-06-16,1.0,5
mandsaur,2030-06-16,1.0,5
morena,2030-06-16,1.0,5
narsimhapur,2030-06-16,1.0,5
neemuch,2030-06-16,1.0,5
panna,2030-06-16,1.0,5
raisen,2030-06-16,1.0,5
rajgarh,2030-06-16,1.0,5
ratlam,2030-06-16,1.0,5
rewa,2030-06-16,1.0,5
sagar,2030-06-16,1.0,5
satna,2030-06-16,1.0,5
sehore,2030-06-16,1.0,5
seoni,2030-06-16,1.0,5
shahdol,2030-06-16,1.0,5
shajapur,2030-06-16,1.0,5
sheopur,2030-06-16,1.0,5
shivpuri,2030-06-16,1.0,5
sidhi,2030-06-16,1.0,5
singrauli,2030-06-16,1.0,5
tikamgarh,2030-06-16,1.0,5
ujjain,2030-06-16,1.0,5
umaria,2030-06-16,1.0,5
vidisha,2030-06-16,1.0,5
westnimar,2030-06-16,1.0,5
agarmalwa,2030-06-17,1.0,5
alirajpur,2030-06-17,1.0,5
anuppur,2030-06-17,1.0,5
ashoknagar,2030-06-17,1.0,5
balaghat,2030-06-17,1.0,5
barwani,2030-06-17,1.0,5
betul,2030-06-17,1.0,5
bhind,2030-06-17,1.0,5
bhopal,2030-06-17,1.0,5
burhanpur,2030-06-17,1.0,5
chhatarpur,2030-06-17,1.0,5
chhindwara,2030-06-17,1.0,5
